,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,WindDir {deg},,,,,,,
ETRN,DNI,DHI,Direct Normal Illuminance {lux},Diffuse Horizontal Illuminance {lux},Dry-Bulb,Dew-Point,Relative Humidity {%},wspd,,,,,,,,,Wind Direction {deg},,,,,,,
793,423,0,999900,999900,24.4,6.1,31,1.5,,,,,,,,,248,,,,,,,
619,0,0,999900,999900,23.3,6.7,34,1,,,,,,,,,45,,,,,,,
0,0,0,999900,999900,21.1,8.3,44,1.5,,,,,,,,,338,,,,,,,
0,0,0,999900,999900,19.4,9.4,52,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,17.8,10,60,1.5,,,,,,,,,90,,,,,,,
0,0,0,999900,999900,17.2,9.4,60,2.6,,,,,,,,,68,,,,,,,
0,0,0,999900,999900,16.1,8.3,60,2.1,,,,,,,,,68,,,,,,,
0,0,0,999900,999900,15.6,8.9,64,2.6,,,,,,,,,113,,,,,,,
0,0,0,999900,999900,14.4,8.9,70,2.1,,,,,,,,,45,,,,,,,
0,0,0,999900,999900,13.3,7.8,69,2.1,,,,,,,,,90,,,,,,,
0,0,0,999900,999900,13.9,7.8,67,3.1,,,,,,,,,68,,,,,,,
0,0,0,999900,999900,13.3,7.8,69,2.1,,,,,,,,,135,,,,,,,
0,0,0,999900,999900,13.3,7.8,69,3.1,,,,,,,,,90,,,,,,,
0,0,0,999900,999900,12.8,7.2,69,3.6,,,,,,,,,45,,,,,,,
0,0,1,999900,999900,12.8,7.2,69,3.6,,,,,,,,,45,,,,,,,
539,26,63,999900,999900,13.9,7.2,64,3.1,,,,,,,,,90,,,,,,,
724,79,173,999900,999900,15.6,7.8,60,4.1,,,,,,,,,90,,,,,,,
878,232,198,999900,999900,17.8,6.7,48,2.6,,,,,,,,,68,,,,,,,
996,645,214,999900,999900,20,7.8,45,4.6,,,,,,,,,90,,,,,,,
1072,495,197,999900,999900,21.1,6.1,38,4.1,,,,,,,,,68,,,,,,,
1104,678,141,999900,999900,22.2,6.1,35,2.6,,,,,,,,,113,,,,,,,
1091,928,144,999900,999900,23.3,7.2,35,2.1,,,,,,,,,68,,,,,,,
1032,858,86,999900,999900,23.9,6.7,33,2.1,,,,,,,,,135,,,,,,,
931,834,0,999900,999900,23.9,6.7,33,1,,,,,,,,,225,,,,,,,
790,1,46,999900,999900,23.3,6.7,34,1.5,,,,,,,,,225,,,,,,,
617,0,0,999900,999900,22.2,8.3,41,1.5,,,,,,,,,225,,,,,,,
0,0,0,999900,999900,20,7.8,45,2.1,,,,,,,,,338,,,,,,,
0,0,0,999900,999900,18.9,10,56,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,18.9,10,56,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,18.3,10,58,2.6,,,,,,,,,113,,,,,,,
0,0,0,999900,999900,17.8,10,60,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,16.7,10.6,67,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,16.7,9.4,62,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,16.1,9.4,64,2.6,,,,,,,,,45,,,,,,,
0,0,0,999900,999900,15.6,9.4,67,3.6,,,,,,,,,90,,,,,,,
0,0,0,999900,999900,15.6,10,69,3.6,,,,,,,,,90,,,,,,,
0,0,0,999900,999900,16.1,7.8,58,2.6,,,,,,,,,68,,,,,,,
0,0,0,999900,999900,15,9.4,69,4.1,,,,,,,,,45,,,,,,,
0,0,0,999900,999900,15,9.4,69,3.6,,,,,,,,,45,,,,,,,
0,0,86,999900,999900,15,8.9,67,4.1,,,,,,,,,45,,,,,,,
721,483,150,999900,999900,16.7,8.9,60,3.6,,,,,,,,,90,,,,,,,
876,835,197,999900,999900,18.3,7.8,50,3.1,,,,,,,,,68,,,,,,,
993,796,222,999900,999900,20,6.7,42,2.6,,,,,,,,,90,,,,,,,
1069,883,233,999900,999900,21.7,6.7,38,2.1,,,,,,,,,113,,,,,,,
1102,675,134,999900,999900,22.8,5.6,33,0,,,,,,,,,0,,,,,,,
1088,959,38,999900,999900,23.9,5.6,31,2.1,,,,,,,,,180,,,,,,,
1029,894,0,999900,999900,24.4,5,29,2.6,,,,,,,,,180,,,,,,,
928,531,59,999900,999900,24.4,5.6,30,2.1,,,,,,,,,248,,,,,,,
788,243,23,999900,999900,24.4,6.7,32,1.5,,,,,,,,,225,,,,,,,
615,0,0,999900,999900,23.3,6.7,34,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,21.7,7.8,41,2.1,,,,,,,,,45,,,,,,,
0,0,0,999900,999900,19.4,8.9,51,2.1,,,,,,,,,68,,,,,,,
0,0,0,999900,999900,20,8.9,49,2.6,,,,,,,,,90,,,,,,,
0,0,0,999900,999900,18.3,10,58,3.1,,,,,,,,,68,,,,,,,
0,0,0,999900,999900,17.8,10,60,4.6,,,,,,,,,68,,,,,,,
0,0,0,999900,999900,17.2,10,63,4.1,,,,,,,,,68,,,,,,,
0,0,0,999900,999900,17.2,9.4,60,4.6,,,,,,,,,45,,,,,,,
0,0,0,999900,999900,16.7,9.4,62,4.1,,,,,,,,,45,,,,,,,
0,0,0,999900,999900,16.7,9.4,62,3.6,,,,,,,,,90,,,,,,,
0,0,0,999900,999900,15.6,7.8,60,2.6,,,,,,,,,90,,,,,,,
0,0,0,999900,999900,15.6,8.3,62,3.1,,,,,,,,,68,,,,,,,
0,0,0,999900,999900,16.1,10,67,2.6,,,,,,,,,68,,,,,,,
0,0,0,999900,999900,16.1,10.6,70,3.6,,,,,,,,,45,,,,,,,
0,0,21,999900,999900,16.1,8.9,62,2.6,,,,,,,,,45,,,,,,,
718,2,73,999900,999900,17.2,9.4,60,3.1,,,,,,,,,68,,,,,,,
873,20,175,999900,999900,18.3,10.6,61,2.6,,,,,,,,,68,,,,,,,
990,83,277,999900,999900,19.4,8.9,51,0,,,,,,,,,0,,,,,,,
1067,217,283,999900,999900,20,10,53,1.5,,,,,,,,,293,,,,,,,
1099,182,285,999900,999900,21.1,9.4,47,2.6,,,,,,,,,248,,,,,,,
1085,139,264,999900,999900,21.1,8.3,44,1,,,,,,,,,225,,,,,,,
1027,587,45,999900,999900,22.2,8.3,41,1.5,,,,,,,,,248,,,,,,,
926,73,149,999900,999900,22.2,8.9,43,2.1,,,,,,,,,225,,,,,,,
786,18,40,999900,999900,21.7,9.4,45,0,,,,,,,,,0,,,,,,,
613,0,0,999900,999900,21.1,9.4,47,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,20,10,53,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,19.4,10,54,1.5,,,,,,,,,68,,,,,,,
0,0,0,999900,999900,17.8,11.1,65,1.5,,,,,,,,,90,,,,,,,
0,0,0,999900,999900,16.7,10.6,67,1.5,,,,,,,,,90,,,,,,,
0,0,0,999900,999900,15.6,9.4,67,3.1,,,,,,,,,113,,,,,,,
0,0,0,999900,999900,15.6,8.9,64,3.6,,,,,,,,,68,,,,,,,
0,0,0,999900,999900,15,8.9,67,3.6,,,,,,,,,45,,,,,,,
0,0,0,999900,999900,15,9.4,69,4.1,,,,,,,,,45,,,,,,,
0,0,0,999900,999900,13.9,8.3,69,4.1,,,,,,,,,45,,,,,,,
0,0,0,999900,999900,13.3,7.8,69,4.6,,,,,,,,,90,,,,,,,
0,0,0,999900,999900,13.9,8.3,69,3.1,,,,,,,,,90,,,,,,,
0,0,0,999900,999900,12.8,7.8,72,3.1,,,,,,,,,113,,,,,,,
0,0,0,999900,999900,12.2,7.8,74,3.1,,,,,,,,,90,,,,,,,
0,0,82,999900,999900,12.8,8.3,74,2.6,,,,,,,,,45,,,,,,,
715,624,170,999900,999900,15,7.2,60,2.1,,,,,,,,,23,,,,,,,
870,868,174,999900,999900,18.3,6.1,45,4.1,,,,,,,,,360,,,,,,,
988,911,170,999900,999900,20,6.7,42,4.1,,,,,,,,,45,,,,,,,
1064,913,160,999900,999900,21.7,8.9,44,2.6,,,,,,,,,68,,,,,,,
1096,915,71,999900,999900,22.2,9.4,44,1.5,,,,,,,,,45,,,,,,,
1083,774,36,999900,999900,23.9,10,41,3.6,,,,,,,,,68,,,,,,,
1025,802,0,999900,999900,23.3,10.6,45,3.6,,,,,,,,,90,,,,,,,
924,575,55,999900,999900,23.3,11.1,46,3.1,,,,,,,,,90,,,,,,,
784,8,15,999900,999900,22.2,11.1,49,3.1,,,,,,,,,158,,,,,,,
611,0,0,999900,999900,21.7,11.7,53,5.1,,,,,,,,,135,,,,,,,
0,0,0,999900,999900,20,13.9,68,6.2,,,,,,,,,90,,,,,,,
0,0,0,999900,999900,18.9,14.4,75,3.6,,,,,,,,,68,,,,,,,
0,0,0,999900,999900,18.3,14.4,78,4.6,,,,,,,,,113,,,,,,,
0,0,0,999900,999900,18.3,13.9,76,7.2,,,,,,,,,90,,,,,,,
0,0,0,999900,999900,16.7,14.4,86,5.1,,,,,,,,,90,,,,,,,
0,0,0,999900,999900,16.1,14.4,90,3.6,,,,,,,,,68,,,,,,,
0,0,0,999900,999900,15.6,14.4,93,2.1,,,,,,,,,135,,,,,,,
0,0,0,999900,999900,15.6,15,96,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,15.6,15,96,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,16.1,15,93,1,,,,,,,,,158,,,,,,,
0,0,0,999900,999900,16.1,15,93,2.6,,,,,,,,,180,,,,,,,
0,0,0,999900,999900,15.6,12.8,83,4.6,,,,,,,,,68,,,,,,,
0,0,0,999900,999900,15.6,13.3,86,3.1,,,,,,,,,90,,,,,,,
0,0,32,999900,999900,15,12.8,87,2.6,,,,,,,,,113,,,,,,,
713,135,154,999900,999900,17.2,12.8,75,4.1,,,,,,,,,45,,,,,,,
867,324,277,999900,999900,18.3,12.8,70,4.6,,,,,,,,,90,,,,,,,
985,7,168,999900,999900,17.8,12.8,73,4.1,,,,,,,,,68,,,,,,,
1061,17,241,999900,999900,18.3,13.3,73,3.6,,,,,,,,,68,,,,,,,
1094,549,206,999900,999900,18.9,12.8,68,3.6,,,,,,,,,45,,,,,,,
1080,618,112,999900,999900,19.4,12.8,66,4.6,,,,,,,,,45,,,,,,,
1022,690,68,999900,999900,20,12.2,61,4.1,,,,,,,,,45,,,,,,,
921,441,79,999900,999900,20,12.8,63,3.1,,,,,,,,,45,,,,,,,
782,6,53,999900,999900,19.4,12.8,66,5.7,,,,,,,,,45,,,,,,,
609,0,0,999900,999900,18.3,12.8,70,2.6,,,,,,,,,23,,,,,,,
0,0,0,999900,999900,17.8,12.8,73,3.1,,,,,,,,,45,,,,,,,
0,0,0,999900,999900,17.2,12.8,75,2.1,,,,,,,,,68,,,,,,,
0,0,0,999900,999900,15.6,13.3,86,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,15.6,12.8,83,2.1,,,,,,,,,68,,,,,,,
0,0,0,999900,999900,16.1,12.2,78,2.6,,,,,,,,,90,,,,,,,
0,0,0,999900,999900,15.6,12.2,80,1.5,,,,,,,,,135,,,,,,,
0,0,0,999900,999900,14.4,11.7,84,1,,,,,,,,,135,,,,,,,
0,0,0,999900,999900,13.9,11.7,87,1.5,,,,,,,,,113,,,,,,,
0,0,0,999900,999900,13.3,11.7,90,1,,,,,,,,,158,,,,,,,
0,0,0,999900,999900,12.2,11.1,93,1.5,,,,,,,,,225,,,,,,,
0,0,0,999900,999900,12.2,11.1,93,1,,,,,,,,,225,,,,,,,
0,0,0,999900,999900,12.2,11.1,93,1,,,,,,,,,45,,,,,,,
0,0,0,999900,999900,12.2,11.1,93,2.6,,,,,,,,,158,,,,,,,
0,0,76,999900,999900,12.2,11.7,97,0,,,,,,,,,0,,,,,,,
710,610,166,999900,999900,13.9,11.7,87,1,,,,,,,,,135,,,,,,,
864,846,170,999900,999900,16.1,12.2,78,0,,,,,,,,,0,,,,,,,
982,895,181,999900,999900,18.9,11.7,63,2.1,,,,,,,,,360,,,,,,,
1059,927,129,999900,999900,19.4,11.7,61,1.5,,,,,,,,,180,,,,,,,
1091,914,125,999900,999900,21.1,11.7,55,1.5,,,,,,,,,315,,,,,,,
1078,895,89,999900,999900,21.7,10.6,49,1.5,,,,,,,,,248,,,,,,,
1020,870,14,999900,999900,22.8,8.9,41,1.5,,,,,,,,,293,,,,,,,
919,627,24,999900,999900,22.2,9.4,44,2.1,,,,,,,,,248,,,,,,,
780,151,37,999900,999900,21.7,8.9,44,2.1,,,,,,,,,203,,,,,,,
607,0,0,999900,999900,20.6,10,51,1.5,,,,,,,,,225,,,,,,,
0,0,0,999900,999900,18.9,10.6,59,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,16.7,11.1,70,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,16.7,11.1,70,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,16.7,11.7,72,2.1,,,,,,,,,68,,,,,,,
0,0,0,999900,999900,15.6,12.2,80,3.1,,,,,,,,,158,,,,,,,
0,0,0,999900,999900,15,11.7,81,3.6,,,,,,,,,68,,,,,,,
0,0,0,999900,999900,13.9,10.6,80,2.6,,,,,,,,,90,,,,,,,
0,0,0,999900,999900,13.3,10.6,84,2.6,,,,,,,,,113,,,,,,,
0,0,0,999900,999900,12.8,10.6,86,1.5,,,,,,,,,360,,,,,,,
0,0,0,999900,999900,12.2,10.6,90,2.1,,,,,,,,,248,,,,,,,
0,0,0,999900,999900,11.7,10,89,1.5,,,,,,,,,225,,,,,,,
0,0,0,999900,999900,12.2,10,86,2.1,,,,,,,,,45,,,,,,,
0,0,0,999900,999900,11.7,10,89,1.5,,,,,,,,,45,,,,,,,
0,0,90,999900,999900,12.2,9.4,83,2.6,,,,,,,,,68,,,,,,,
707,710,169,999900,999900,15,8.9,67,3.6,,,,,,,,,68,,,,,,,
862,629,198,999900,999900,17.8,10,60,2.6,,,,,,,,,68,,,,,,,
979,911,210,999900,999900,20,7.8,45,3.6,,,,,,,,,68,,,,,,,
1056,970,196,999900,999900,22.2,5,33,6.7,,,,,,,,,45,,,,,,,
1089,968,154,999900,999900,23.3,5.6,32,8.2,,,,,,,,,45,,,,,,,
1076,948,105,999900,999900,23.9,5,29,7.7,,,,,,,,,45,,,,,,,
1018,886,49,999900,999900,25,6.1,30,7.2,,,,,,,,,45,,,,,,,
917,704,16,999900,999900,24.4,6.1,31,5.7,,,,,,,,,45,,,,,,,
778,19,78,999900,999900,23.9,5.6,31,4.1,,,,,,,,,45,,,,,,,
605,0,0,999900,999900,21.1,4.4,33,3.6,,,,,,,,,45,,,,,,,
0,0,0,999900,999900,19.4,6.1,42,1,,,,,,,,,45,,,,,,,
0,0,0,999900,999900,18.3,6.7,47,1.5,,,,,,,,,135,,,,,,,
0,0,0,999900,999900,19.4,4.4,37,3.6,,,,,,,,,90,,,,,,,
0,0,0,999900,999900,16.1,6.7,54,3.1,,,,,,,,,45,,,,,,,
0,0,0,999900,999900,16.1,5.6,50,3.6,,,,,,,,,68,,,,,,,
0,0,0,999900,999900,15,5.6,53,3.6,,,,,,,,,68,,,,,,,
0,0,0,999900,999900,13.9,6.1,59,3.1,,,,,,,,,113,,,,,,,
0,0,0,999900,999900,14.4,5.6,55,4.6,,,,,,,,,113,,,,,,,
0,0,0,999900,999900,13.9,5,55,5.1,,,,,,,,,113,,,,,,,
0,0,0,999900,999900,13.3,6.1,62,3.1,,,,,,,,,135,,,,,,,
0,0,0,999900,999900,12.8,5,59,2.1,,,,,,,,,90,,,,,,,
0,0,0,999900,999900,12.2,4.4,59,2.1,,,,,,,,,90,,,,,,,
0,0,0,999900,999900,13.3,6.1,62,2.6,,,,,,,,,90,,,,,,,
0,0,7,999900,999900,14.4,5,53,4.1,,,,,,,,,90,,,,,,,
704,41,78,999900,999900,14.4,3.9,49,3.1,,,,,,,,,45,,,,,,,
859,303,203,999900,999900,16.1,4.4,46,4.1,,,,,,,,,90,,,,,,,
977,682,101,999900,999900,19.4,5.6,40,3.6,,,,,,,,,68,,,,,,,
1054,889,154,999900,999900,21.1,4.4,33,4.1,,,,,,,,,135,,,,,,,
1086,814,106,999900,999900,22.2,3.3,29,3.1,,,,,,,,,90,,,,,,,
1073,401,143,999900,999900,22.8,2.8,27,4.6,,,,,,,,,90,,,,,,,
1016,461,149,999900,999900,23.3,2.8,26,4.1,,,,,,,,,45,,,,,,,
915,728,0,999900,999900,23.3,2.8,26,2.6,,,,,,,,,45,,,,,,,
776,36,51,999900,999900,22.8,2.8,27,2.6,,,,,,,,,90,,,,,,,
604,0,0,999900,999900,21.1,3.9,32,2.6,,,,,,,,,45,,,,,,,
0,0,0,999900,999900,20,5,37,2.6,,,,,,,,,45,,,,,,,
0,0,0,999900,999900,19.4,4.4,37,1,,,,,,,,,45,,,,,,,
0,0,0,999900,999900,18.3,6.1,45,2.1,,,,,,,,,90,,,,,,,
0,0,0,999900,999900,17.8,5.6,45,2.6,,,,,,,,,90,,,,,,,
0,0,0,999900,999900,17.8,6.1,46,3.1,,,,,,,,,90,,,,,,,
0,0,0,999900,999900,16.7,6.1,50,2.6,,,,,,,,,113,,,,,,,
0,0,0,999900,999900,15.6,5.6,51,4.1,,,,,,,,,113,,,,,,,
0,0,0,999900,999900,14.4,6.7,60,1.5,,,,,,,,,360,,,,,,,
0,0,0,999900,999900,14.4,6.1,57,2.6,,,,,,,,,45,,,,,,,
0,0,0,999900,999900,13.9,5.6,57,2.6,,,,,,,,,45,,,,,,,
0,0,0,999900,999900,13.3,5.6,60,1.5,,,,,,,,,45,,,,,,,
0,0,0,999900,999900,12.2,6.7,69,2.1,,,,,,,,,45,,,,,,,
0,0,0,999900,999900,13.3,5.6,60,4.6,,,,,,,,,68,,,,,,,
0,0,17,999900,999900,13.3,5.6,60,2.1,,,,,,,,,45,,,,,,,
701,150,162,999900,999900,15,6.1,55,3.6,,,,,,,,,90,,,,,,,
856,502,157,999900,999900,17.8,5.6,45,4.1,,,,,,,,,90,,,,,,,
974,909,111,999900,999900,19.4,6.1,42,3.1,,,,,,,,,90,,,,,,,
1051,930,206,999900,999900,21.1,5,35,2.1,,,,,,,,,90,,,,,,,
1084,568,129,999900,999900,21.7,5,34,3.1,,,,,,,,,90,,,,,,,
1071,922,40,999900,999900,21.7,5,34,2.1,,,,,,,,,135,,,,,,,
1014,61,233,999900,999900,21.7,4.4,32,2.1,,,,,,,,,270,,,,,,,
913,143,66,999900,999900,22.2,4.4,31,2.1,,,,,,,,,225,,,,,,,
774,1,23,999900,999900,21.7,5,34,1.5,,,,,,,,,180,,,,,,,
602,0,0,999900,999900,20,5.6,39,1.5,,,,,,,,,225,,,,,,,
0,0,0,999900,999900,19.4,7.8,47,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,18.9,7.8,48,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,17.2,9.4,60,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,15.6,9.4,67,2.1,,,,,,,,,180,,,,,,,
0,0,0,999900,999900,15.6,8.9,64,2.6,,,,,,,,,68,,,,,,,
0,0,0,999900,999900,14.4,9.4,72,3.1,,,,,,,,,113,,,,,,,
0,0,0,999900,999900,13.9,8.9,72,1.5,,,,,,,,,90,,,,,,,
0,0,0,999900,999900,12.2,8.3,77,1,,,,,,,,,158,,,,,,,
0,0,0,999900,999900,11.7,8.3,80,1.5,,,,,,,,,113,,,,,,,
0,0,0,999900,999900,11.1,8.3,83,2.1,,,,,,,,,68,,,,,,,
0,0,0,999900,999900,11.1,7.8,80,1.5,,,,,,,,,45,,,,,,,
0,0,0,999900,999900,10.6,7.8,83,1.5,,,,,,,,,360,,,,,,,
0,0,0,999900,999900,9.4,7.2,86,0,,,,,,,,,0,,,,,,,
0,0,61,999900,999900,10,6.7,80,2.6,,,,,,,,,90,,,,,,,
698,719,130,999900,999900,11.7,6.7,71,1.5,,,,,,,,,90,,,,,,,
853,907,128,999900,999900,13.3,7.2,67,0,,,,,,,,,0,,,,,,,
971,975,107,999900,999900,16.7,7.8,56,0,,,,,,,,,0,,,,,,,
1048,977,72,999900,999900,18.9,6.1,43,2.6,,,,,,,,,270,,,,,,,
1081,984,36,999900,999900,20.6,5,36,2.1,,,,,,,,,225,,,,,,,
1069,958,19,999900,999900,22.2,1.1,25,1.5,,,,,,,,,225,,,,,,,
1012,898,0,999900,999900,23.3,-0.6,20,2.1,,,,,,,,,225,,,,,,,
912,739,0,999900,999900,24.4,-2.2,17,3.6,,,,,,,,,225,,,,,,,
773,263,5,999900,999900,23.9,-1.7,18,2.6,,,,,,,,,270,,,,,,,
601,0,0,999900,999900,20.6,1.1,27,2.1,,,,,,,,,225,,,,,,,
0,0,0,999900,999900,18.3,1.7,33,1,,,,,,,,,135,,,,,,,
0,0,0,999900,999900,18.3,1.1,31,1,,,,,,,,,225,,,,,,,
0,0,0,999900,999900,16.7,1.7,36,3.6,,,,,,,,,135,,,,,,,
0,0,0,999900,999900,15.6,1.7,39,1,,,,,,,,,225,,,,,,,
0,0,0,999900,999900,13.9,0.6,40,2.1,,,,,,,,,180,,,,,,,
0,0,0,999900,999900,12.8,2.8,51,1,,,,,,,,,270,,,,,,,
0,0,0,999900,999900,11.7,3.3,56,2.1,,,,,,,,,158,,,,,,,
0,0,0,999900,999900,11.1,3.3,59,2.1,,,,,,,,,23,,,,,,,
0,0,0,999900,999900,10.6,3.3,61,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,10,3.3,63,2.1,,,,,,,,,68,,,,,,,
0,0,0,999900,999900,10,2.2,58,2.1,,,,,,,,,158,,,,,,,
0,0,0,999900,999900,9.4,1.1,56,2.1,,,,,,,,,270,,,,,,,
0,0,0,999900,999900,8.9,3.3,68,0,,,,,,,,,0,,,,,,,
0,0,66,999900,999900,10,0,50,2.6,,,,,,,,,45,,,,,,,
696,689,171,999900,999900,11.7,1.1,48,2.1,,,,,,,,,45,,,,,,,
851,773,137,999900,999900,14.4,0.6,39,2.1,,,,,,,,,270,,,,,,,
969,936,129,999900,999900,18.3,-1.1,27,2.1,,,,,,,,,45,,,,,,,
1046,961,98,999900,999900,19.4,-0.6,26,2.1,,,,,,,,,180,,,,,,,
1079,961,61,999900,999900,21.7,-1.1,21,1.5,,,,,,,,,135,,,,,,,
1067,914,42,999900,999900,23.3,-2.2,18,2.1,,,,,,,,,90,,,,,,,
1010,389,162,999900,999900,23.9,-2.2,17,1.5,,,,,,,,,45,,,,,,,
910,141,88,999900,999900,23.3,-0.6,20,2.6,,,,,,,,,270,,,,,,,
771,2,28,999900,999900,22.8,1.1,24,1.5,,,,,,,,,270,,,,,,,
599,0,0,999900,999900,21.1,3.3,31,2.1,,,,,,,,,270,,,,,,,
0,0,0,999900,999900,17.2,4.4,43,2.1,,,,,,,,,180,,,,,,,
0,0,0,999900,999900,16.1,3.9,44,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,13.9,4.4,53,2.6,,,,,,,,,135,,,,,,,
0,0,0,999900,999900,13.9,4.4,53,3.1,,,,,,,,,45,,,,,,,
0,0,0,999900,999900,12.8,5,59,2.6,,,,,,,,,180,,,,,,,
0,0,0,999900,999900,11.7,5,63,2.1,,,,,,,,,315,,,,,,,
0,0,0,999900,999900,11.1,4.4,63,1.5,,,,,,,,,68,,,,,,,
0,0,0,999900,999900,10,2.8,61,1.5,,,,,,,,,180,,,,,,,
0,0,0,999900,999900,10,2.8,61,2.1,,,,,,,,,113,,,,,,,
0,0,0,999900,999900,8.3,3.3,71,1.5,,,,,,,,,180,,,,,,,
0,0,0,999900,999900,8.3,3.3,71,2.6,,,,,,,,,360,,,,,,,
0,0,0,999900,999900,7.2,3.3,76,1.5,,,,,,,,,203,,,,,,,
0,0,0,999900,999900,7.2,2.8,74,2.6,,,,,,,,,68,,,,,,,
0,0,59,999900,999900,6.7,2.8,76,1,,,,,,,,,360,,,,,,,
693,447,178,999900,999900,9.4,2.8,63,1.5,,,,,,,,,45,,,,,,,
848,732,194,999900,999900,12.8,2.8,51,0,,,,,,,,,0,,,,,,,
966,868,164,999900,999900,16.1,-1.7,29,2.1,,,,,,,,,270,,,,,,,
1043,876,155,999900,999900,19.4,-7.8,14,2.6,,,,,,,,,45,,,,,,,
1077,875,124,999900,999900,20,-6.1,16,2.1,,,,,,,,,270,,,,,,,
1065,860,76,999900,999900,21.1,-6.1,15,4.1,,,,,,,,,23,,,,,,,
1008,725,58,999900,999900,21.7,-7.8,12,5.7,,,,,,,,,360,,,,,,,
908,501,59,999900,999900,21.7,-6.7,13,2.1,,,,,,,,,45,,,,,,,
770,85,46,999900,999900,21.1,-6.7,14,2.6,,,,,,,,,270,,,,,,,
598,0,0,999900,999900,18.3,-3.3,22,2.1,,,,,,,,,225,,,,,,,
0,0,0,999900,999900,17.2,-2.8,25,2.1,,,,,,,,,270,,,,,,,
0,0,0,999900,999900,15.6,-2.2,29,1,,,,,,,,,315,,,,,,,
0,0,0,999900,999900,15,-3.3,27,1.5,,,,,,,,,113,,,,,,,
0,0,0,999900,999900,12.8,-1.1,38,1.5,,,,,,,,,248,,,,,,,
0,0,0,999900,999900,11.7,-1.7,39,2.1,,,,,,,,,315,,,,,,,
0,0,0,999900,999900,11.7,-1.7,39,1,,,,,,,,,270,,,,,,,
0,0,0,999900,999900,10.6,0,48,2.1,,,,,,,,,225,,,,,,,
0,0,0,999900,999900,9.4,-1.1,47,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,8.3,0,56,1,,,,,,,,,225,,,,,,,
0,0,0,999900,999900,7.2,-1.1,55,1,,,,,,,,,113,,,,,,,
0,0,0,999900,999900,7.8,-0.6,55,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,6.7,0,62,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,7.2,-1.1,55,1.5,,,,,,,,,315,,,,,,,
0,0,59,999900,999900,7.8,-0.6,55,1,,,,,,,,,135,,,,,,,
690,602,151,999900,999900,9.4,-1.7,45,1.5,,,,,,,,,180,,,,,,,
845,789,140,999900,999900,12.2,-2.8,34,2.1,,,,,,,,,135,,,,,,,
964,905,126,999900,999900,14.4,-3.3,28,2.1,,,,,,,,,248,,,,,,,
1041,934,86,999900,999900,16.7,-5,21,1.5,,,,,,,,,270,,,,,,,
1075,948,48,999900,999900,18.3,-5.6,18,2.1,,,,,,,,,203,,,,,,,
1063,907,23,999900,999900,20,-5,17,2.6,,,,,,,,,248,,,,,,,
1006,714,9,999900,999900,20.6,-3.3,19,3.1,,,,,,,,,270,,,,,,,
907,460,35,999900,999900,21.1,-2.8,19,4.1,,,,,,,,,248,,,,,,,
768,93,30,999900,999900,20,-2.8,21,2.1,,,,,,,,,225,,,,,,,
597,0,0,999900,999900,18.3,-3.9,21,1.5,,,,,,,,,270,,,,,,,
0,0,0,999900,999900,16.7,-0.6,31,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,15.6,1.1,37,1.5,,,,,,,,,45,,,,,,,
0,0,0,999900,999900,15.6,0,34,1.5,,,,,,,,,45,,,,,,,
0,0,0,999900,999900,12.8,1.1,45,2.1,,,,,,,,,135,,,,,,,
0,0,0,999900,999900,12.2,0.6,45,5.1,,,,,,,,,68,,,,,,,
0,0,0,999900,999900,11.7,1.1,48,4.1,,,,,,,,,68,,,,,,,
