,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,WindDir {deg},,,,,,,
ETRN,DNI,DHI,Direct Normal Illuminance {lux},Diffuse Horizontal Illuminance {lux},Dry-Bulb,Dew-Point,Relative Humidity {%},wspd,,,,,,,,,Wind Direction {deg},,,,,,,
0,0,0,999900,999900,19.4,6.1,42,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,17.8,5.6,45,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,15,6.1,55,1.5,,,,,,,,,90,,,,,,,
0,0,0,999900,999900,15,4.4,49,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,13.9,5,55,1.5,,,,,,,,,90,,,,,,,
0,0,11,999900,999900,13.3,3.9,53,1.5,,,,,,,,,90,,,,,,,
0,0,161,999900,999900,14.4,2.2,44,1,,,,,,,,,68,,,,,,,
712,702,257,999900,999900,15.6,3.3,44,3.6,,,,,,,,,90,,,,,,,
892,868,278,999900,999900,18.9,3.9,37,2.1,,,,,,,,,90,,,,,,,
1046,917,272,999900,999900,21.7,5.6,35,2.1,,,,,,,,,45,,,,,,,
1168,933,234,999900,999900,23.3,5,30,3.1,,,,,,,,,113,,,,,,,
1251,940,189,999900,999900,24.4,5.6,30,1.5,,,,,,,,,360,,,,,,,
1293,950,147,999900,999900,25.6,2.8,23,2.6,,,,,,,,,248,,,,,,,
1292,946,93,999900,999900,26.7,0,17,3.1,,,,,,,,,248,,,,,,,
1247,925,43,999900,999900,27.2,-2.8,13,4.6,,,,,,,,,248,,,,,,,
1161,875,0,999900,999900,27.2,-2.2,14,6.2,,,,,,,,,248,,,,,,,
1037,759,0,999900,999900,27.2,-3.9,12,4.6,,,,,,,,,270,,,,,,,
881,427,0,999900,999900,27.2,-3.9,12,5.1,,,,,,,,,248,,,,,,,
700,0,4,999900,999900,25.6,-1.7,16,3.6,,,,,,,,,248,,,,,,,
0,0,0,999900,999900,23.9,-1.1,19,3.6,,,,,,,,,248,,,,,,,
0,0,0,999900,999900,23.3,-1.1,19,2.6,,,,,,,,,270,,,,,,,
0,0,0,999900,999900,21.1,1.7,28,2.6,,,,,,,,,248,,,,,,,
0,0,0,999900,999900,21.1,3.3,31,2.6,,,,,,,,,248,,,,,,,
0,0,0,999900,999900,20,3.9,35,3.6,,,,,,,,,248,,,,,,,
0,0,0,999900,999900,18.9,5,40,3.1,,,,,,,,,270,,,,,,,
0,0,0,999900,999900,19.4,5,39,2.1,,,,,,,,,248,,,,,,,
0,0,0,999900,999900,17.2,3.9,41,1.5,,,,,,,,,90,,,,,,,
0,0,0,999900,999900,15,2.8,44,1.5,,,,,,,,,90,,,,,,,
0,0,0,999900,999900,15,3.3,45,1.5,,,,,,,,,90,,,,,,,
0,0,9,999900,999900,13.9,3.9,51,0,,,,,,,,,0,,,,,,,
0,0,169,999900,999900,13.9,4.4,53,2.6,,,,,,,,,45,,,,,,,
715,764,259,999900,999900,15,4.4,49,0,,,,,,,,,0,,,,,,,
895,854,255,999900,999900,17.8,4.4,41,2.6,,,,,,,,,360,,,,,,,
1048,907,256,999900,999900,19.4,3.9,36,4.1,,,,,,,,,360,,,,,,,
1169,942,242,999900,999900,20.6,3.9,33,1.5,,,,,,,,,338,,,,,,,
1253,943,182,999900,999900,22.8,4.4,30,1.5,,,,,,,,,360,,,,,,,
1294,952,145,999900,999900,24.4,2.2,23,1.5,,,,,,,,,135,,,,,,,
1293,942,86,999900,999900,25,2.2,23,3.6,,,,,,,,,293,,,,,,,
1248,924,39,999900,999900,26.7,2.2,20,0,,,,,,,,,0,,,,,,,
1162,877,0,999900,999900,27.2,-0.6,16,0,,,,,,,,,0,,,,,,,
1038,748,0,999900,999900,27.8,-1.7,14,5.1,,,,,,,,,248,,,,,,,
883,449,0,999900,999900,27.8,-1.7,14,3.6,,,,,,,,,248,,,,,,,
702,0,9,999900,999900,26.1,-0.6,17,6.7,,,,,,,,,270,,,,,,,
0,0,0,999900,999900,23.9,0,21,4.1,,,,,,,,,248,,,,,,,
0,0,0,999900,999900,22.8,1.7,25,1.5,,,,,,,,,360,,,,,,,
0,0,0,999900,999900,21.1,1.7,28,1.5,,,,,,,,,45,,,,,,,
0,0,0,999900,999900,20.6,1.1,27,5.1,,,,,,,,,270,,,,,,,
0,0,0,999900,999900,21.7,0,24,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,20,1.7,30,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,20.6,3.9,33,5.1,,,,,,,,,270,,,,,,,
0,0,0,999900,999900,20.6,3.9,33,5.7,,,,,,,,,225,,,,,,,
0,0,0,999900,999900,19.4,5,39,2.6,,,,,,,,,203,,,,,,,
0,0,0,999900,999900,18.9,5.6,42,0,,,,,,,,,0,,,,,,,
0,0,12,999900,999900,17.8,5.6,45,0,,,,,,,,,0,,,,,,,
523,478,166,999900,999900,16.1,5,48,0,,,,,,,,,0,,,,,,,
719,701,251,999900,999900,16.1,5.6,50,1,,,,,,,,,90,,,,,,,
897,869,261,999900,999900,19.4,6.7,44,2.1,,,,,,,,,248,,,,,,,
1051,920,258,999900,999900,20.6,7.8,44,3.6,,,,,,,,,225,,,,,,,
1171,949,234,999900,999900,21.7,7.2,39,7.2,,,,,,,,,293,,,,,,,
1254,952,181,999900,999900,22.2,6.1,35,6.2,,,,,,,,,270,,,,,,,
1296,961,135,999900,999900,23.3,6.7,34,5.1,,,,,,,,,270,,,,,,,
1294,971,100,999900,999900,23.3,6.1,33,6.2,,,,,,,,,248,,,,,,,
1249,927,36,999900,999900,24.4,5,29,7.2,,,,,,,,,225,,,,,,,
1163,809,0,999900,999900,24.4,5,29,8.2,,,,,,,,,225,,,,,,,
1040,583,18,999900,999900,24.4,1.1,22,9.3,,,,,,,,,225,,,,,,,
884,434,0,999900,999900,23.9,-1.7,18,10.3,,,,,,,,,248,,,,,,,
704,0,13,999900,999900,22.8,-3.3,17,7.7,,,,,,,,,225,,,,,,,
0,0,0,999900,999900,21.1,-2.8,19,6.2,,,,,,,,,225,,,,,,,
0,0,0,999900,999900,20,-0.6,25,4.1,,,,,,,,,225,,,,,,,
0,0,0,999900,999900,18.9,0,28,4.1,,,,,,,,,225,,,,,,,
0,0,0,999900,999900,18.3,0.6,30,1,,,,,,,,,203,,,,,,,
0,0,0,999900,999900,17.8,0.6,31,2.1,,,,,,,,,248,,,,,,,
0,0,0,999900,999900,16.7,1.7,36,2.1,,,,,,,,,315,,,,,,,
0,0,0,999900,999900,15.6,1.7,39,1.5,,,,,,,,,180,,,,,,,
0,0,0,999900,999900,14.4,1.7,42,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,12.8,2.2,48,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,12.8,2.8,51,0,,,,,,,,,0,,,,,,,
0,0,15,999900,999900,12.2,2.2,50,0,,,,,,,,,0,,,,,,,
527,286,173,999900,999900,10.6,2.2,56,1,,,,,,,,,113,,,,,,,
722,696,267,999900,999900,12.8,3.3,52,3.1,,,,,,,,,113,,,,,,,
900,846,291,999900,999900,16.1,3.9,44,2.6,,,,,,,,,113,,,,,,,
1053,897,290,999900,999900,17.8,2.8,37,0,,,,,,,,,0,,,,,,,
1173,910,264,999900,999900,19.4,4.4,37,1.5,,,,,,,,,113,,,,,,,
1256,898,196,999900,999900,20.6,3.9,33,1.5,,,,,,,,,180,,,,,,,
1297,926,181,999900,999900,21.7,1.7,27,4.1,,,,,,,,,203,,,,,,,
1295,924,119,999900,999900,22.2,1.1,25,5.7,,,,,,,,,180,,,,,,,
1250,895,66,999900,999900,23.9,1.1,22,2.6,,,,,,,,,180,,,,,,,
1164,804,45,999900,999900,24.4,0.6,21,5.7,,,,,,,,,180,,,,,,,
1041,285,173,999900,999900,25,0,19,2.6,,,,,,,,,203,,,,,,,
885,396,19,999900,999900,24.4,-2.8,16,5.1,,,,,,,,,248,,,,,,,
705,44,10,999900,999900,23.9,-2.2,17,1,,,,,,,,,360,,,,,,,
0,0,0,999900,999900,22.8,-2.2,18,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,22.2,-2.2,19,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,20.6,1.1,27,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,19.4,1.1,29,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,17.8,2.2,35,2.6,,,,,,,,,248,,,,,,,
0,0,0,999900,999900,16.1,1.7,38,1,,,,,,,,,248,,,,,,,
0,0,0,999900,999900,15,2.8,44,1,,,,,,,,,23,,,,,,,
0,0,0,999900,999900,13.9,2.2,45,1,,,,,,,,,45,,,,,,,
0,0,0,999900,999900,12.2,1.7,49,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,12.2,0,43,1.5,,,,,,,,,338,,,,,,,
0,0,13,999900,999900,13.9,1.1,42,1.5,,,,,,,,,23,,,,,,,
530,231,181,999900,999900,11.7,0.6,46,2.1,,,,,,,,,135,,,,,,,
725,741,260,999900,999900,13.9,0.6,40,2.1,,,,,,,,,135,,,,,,,
902,852,285,999900,999900,16.7,2.8,39,1,,,,,,,,,90,,,,,,,
1055,848,246,999900,999900,18.3,3.3,37,1.5,,,,,,,,,68,,,,,,,
1175,821,233,999900,999900,21.1,3.9,32,8.2,,,,,,,,,135,,,,,,,
1257,888,172,999900,999900,22.8,3.9,29,4.1,,,,,,,,,158,,,,,,,
1298,860,135,999900,999900,23.9,-1.1,19,5.1,,,,,,,,,180,,,,,,,
1296,909,99,999900,999900,24.4,-2.8,16,6.2,,,,,,,,,180,,,,,,,
1251,902,46,999900,999900,26.1,-2.2,15,6.2,,,,,,,,,180,,,,,,,
1165,866,13,999900,999900,26.1,-3.3,14,6.2,,,,,,,,,225,,,,,,,
1042,631,39,999900,999900,26.1,-3.9,13,6.2,,,,,,,,,180,,,,,,,
887,69,65,999900,999900,25.6,-4.4,13,4.1,,,,,,,,,248,,,,,,,
707,1,9,999900,999900,23.3,-3.3,16,5.1,,,,,,,,,248,,,,,,,
0,0,0,999900,999900,22.2,-0.6,22,4.1,,,,,,,,,225,,,,,,,
0,0,0,999900,999900,20.6,0,25,3.1,,,,,,,,,270,,,,,,,
0,0,0,999900,999900,19.4,1.7,31,2.1,,,,,,,,,270,,,,,,,
0,0,0,999900,999900,18.3,0.6,30,3.1,,,,,,,,,113,,,,,,,
0,0,0,999900,999900,16.7,2.8,39,1.5,,,,,,,,,90,,,,,,,
0,0,0,999900,999900,16.1,0,33,2.1,,,,,,,,,135,,,,,,,
0,0,0,999900,999900,15.6,-0.6,33,2.6,,,,,,,,,45,,,,,,,
0,0,0,999900,999900,14.4,1.1,40,2.1,,,,,,,,,135,,,,,,,
0,0,0,999900,999900,14.4,0,37,1,,,,,,,,,360,,,,,,,
0,0,0,999900,999900,15.6,3.9,46,5.1,,,,,,,,,135,,,,,,,
0,0,19,999900,999900,15,5.6,53,3.6,,,,,,,,,158,,,,,,,
534,387,156,999900,999900,13.9,6.1,59,2.1,,,,,,,,,113,,,,,,,
728,786,303,999900,999900,15.6,6.7,55,3.1,,,,,,,,,158,,,,,,,
905,47,298,999900,999900,17.8,6.7,48,6.7,,,,,,,,,135,,,,,,,
1057,13,241,999900,999900,17.8,7.2,50,5.7,,,,,,,,,135,,,,,,,
1176,3,189,999900,999900,17.2,6.1,48,5.1,,,,,,,,,135,,,,,,,
1258,5,224,999900,999900,13.9,7.8,67,7.2,,,,,,,,,248,,,,,,,
1299,1,163,999900,999900,10.6,7.2,79,10.3,,,,,,,,,248,,,,,,,
1297,1,190,999900,999900,9.4,7.2,86,9.3,,,,,,,,,270,,,,,,,
1252,0,87,999900,999900,8.9,5.6,80,8.8,,,,,,,,,270,,,,,,,
1166,3,125,999900,999900,7.8,7.2,96,5.1,,,,,,,,,315,,,,,,,
1043,86,227,999900,999900,8.3,6.7,90,2.1,,,,,,,,,360,,,,,,,
888,145,94,999900,999900,10,7.2,83,2.6,,,,,,,,,135,,,,,,,
709,17,13,999900,999900,10,7.2,83,1.5,,,,,,,,,180,,,,,,,
0,0,0,999900,999900,9.4,7.2,86,1,,,,,,,,,113,,,,,,,
0,0,0,999900,999900,8.9,7.8,93,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,8.3,6.7,90,1,,,,,,,,,270,,,,,,,
0,0,0,999900,999900,8.3,6.1,86,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,7.2,6.7,97,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,6.7,6.7,100,1,,,,,,,,,270,,,,,,,
0,0,0,999900,999900,6.1,6.1,100,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,5.6,5.6,100,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,6.1,5.6,97,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,6.1,5.6,97,1.5,,,,,,,,,135,,,,,,,
0,0,6,999900,999900,6.1,5.6,97,0,,,,,,,,,0,,,,,,,
537,96,124,999900,999900,6.7,6.1,96,0,,,,,,,,,0,,,,,,,
731,196,282,999900,999900,8.3,7.2,93,2.1,,,,,,,,,90,,,,,,,
907,39,276,999900,999900,10.6,6.7,77,1.5,,,,,,,,,135,,,,,,,
1059,19,295,999900,999900,11.7,6.1,68,0,,,,,,,,,0,,,,,,,
1178,1,182,999900,999900,11.7,6.1,68,0,,,,,,,,,0,,,,,,,
1260,4,192,999900,999900,11.7,6.1,68,9.3,,,,,,,,,248,,,,,,,
1300,275,287,999900,999900,10.6,6.7,77,1.5,,,,,,,,,338,,,,,,,
1298,384,296,999900,999900,13.3,6.1,62,1,,,,,,,,,225,,,,,,,
1253,33,353,999900,999900,13.9,5.6,57,4.1,,,,,,,,,203,,,,,,,
1167,8,226,999900,999900,13.9,8.3,69,2.1,,,,,,,,,360,,,,,,,
1044,3,111,999900,999900,13.9,7.2,64,2.1,,,,,,,,,135,,,,,,,
889,1,52,999900,999900,14.4,6.1,57,1.5,,,,,,,,,90,,,,,,,
710,1,10,999900,999900,13.9,5,55,1,,,,,,,,,90,,,,,,,
0,0,0,999900,999900,12.8,6.1,64,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,12.2,6.1,66,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,11.1,6.7,74,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,11.1,6.7,74,2.1,,,,,,,,,90,,,,,,,
0,0,0,999900,999900,10.6,6.1,74,2.1,,,,,,,,,135,,,,,,,
0,0,0,999900,999900,10.6,7.2,79,1.5,,,,,,,,,90,,,,,,,
0,0,0,999900,999900,11.7,7.2,74,1.5,,,,,,,,,90,,,,,,,
0,0,0,999900,999900,11.1,6.7,74,1.5,,,,,,,,,90,,,,,,,
0,0,0,999900,999900,11.1,6.7,74,4.1,,,,,,,,,90,,,,,,,
0,0,0,999900,999900,10,6.7,80,2.6,,,,,,,,,90,,,,,,,
0,0,17,999900,999900,8.9,6.1,83,2.1,,,,,,,,,45,,,,,,,
541,196,179,999900,999900,8.3,5.6,83,2.6,,,,,,,,,90,,,,,,,
734,701,265,999900,999900,11.1,6.1,71,2.6,,,,,,,,,90,,,,,,,
910,838,296,999900,999900,14.4,6.1,57,3.1,,,,,,,,,113,,,,,,,
1061,898,301,999900,999900,16.1,6.7,54,2.1,,,,,,,,,90,,,,,,,
1179,924,268,999900,999900,17.2,6.1,48,2.1,,,,,,,,,135,,,,,,,
1261,912,259,999900,999900,17.8,5,43,4.1,,,,,,,,,180,,,,,,,
1301,834,145,999900,999900,18.3,5.6,43,2.1,,,,,,,,,225,,,,,,,
1299,899,82,999900,999900,19.4,6.1,42,3.6,,,,,,,,,270,,,,,,,
1253,889,35,999900,999900,20.6,5.6,37,3.1,,,,,,,,,315,,,,,,,
1168,870,13,999900,999900,20.6,5.6,37,2.1,,,,,,,,,270,,,,,,,
1045,732,0,999900,999900,21.1,5.6,36,2.6,,,,,,,,,338,,,,,,,
891,449,0,999900,999900,21.1,4.4,33,1,,,,,,,,,315,,,,,,,
712,40,9,999900,999900,20.6,4.4,34,1.5,,,,,,,,,293,,,,,,,
0,0,0,999900,999900,19.4,5,39,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,18.9,5.6,42,1,,,,,,,,,270,,,,,,,
0,0,0,999900,999900,17.2,5,44,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,15.6,5.6,51,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,14.4,6.1,57,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,13.3,6.1,62,1,,,,,,,,,113,,,,,,,
0,0,0,999900,999900,12.2,5,61,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,11.1,4.4,63,1.5,,,,,,,,,90,,,,,,,
0,0,0,999900,999900,10.6,5,68,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,10,5.6,74,0,,,,,,,,,0,,,,,,,
0,0,18,999900,999900,9.4,5,74,0,,,,,,,,,0,,,,,,,
544,173,173,999900,999900,10,5.6,74,0,,,,,,,,,0,,,,,,,
736,589,284,999900,999900,12.8,6.1,64,1.5,,,,,,,,,90,,,,,,,
912,789,314,999900,999900,17.2,6.1,48,2.6,,,,,,,,,90,,,,,,,
1063,827,310,999900,999900,19.4,6.1,42,1.5,,,,,,,,,45,,,,,,,
1181,850,293,999900,999900,21.1,6.1,38,0,,,,,,,,,0,,,,,,,
1262,873,278,999900,999900,21.7,5,34,0,,,,,,,,,0,,,,,,,
1302,864,215,999900,999900,22.8,5.6,33,0,,,,,,,,,0,,,,,,,
1299,857,174,999900,999900,23.9,5,29,1.5,,,,,,,,,315,,,,,,,
1254,828,113,999900,999900,24.4,3.3,25,1.5,,,,,,,,,270,,,,,,,
1169,779,54,999900,999900,25,3.3,24,5.1,,,,,,,,,315,,,,,,,
1046,547,87,999900,999900,25,3.9,25,1.5,,,,,,,,,203,,,,,,,
892,108,117,999900,999900,25,3.3,24,4.1,,,,,,,,,315,,,,,,,
714,7,16,999900,999900,23.9,1.1,22,3.6,,,,,,,,,315,,,,,,,
520,0,0,999900,999900,22.8,2.2,26,1.5,,,,,,,,,315,,,,,,,
0,0,0,999900,999900,21.1,2.8,30,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,19.4,2.8,33,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,17.8,5,43,2.1,,,,,,,,,180,,,,,,,
0,0,0,999900,999900,17.8,2.8,37,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,16.1,2.8,41,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,13.9,3.9,51,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,14.4,3.9,49,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,13.3,3.9,53,1,,,,,,,,,90,,,,,,,
0,0,0,999900,999900,11.7,3.9,59,1,,,,,,,,,90,,,,,,,
0,0,19,999900,999900,11.1,3.9,61,3.6,,,,,,,,,90,,,,,,,
547,476,171,999900,999900,11.1,2.8,57,1,,,,,,,,,90,,,,,,,
739,755,239,999900,999900,14.4,2.8,46,2.6,,,,,,,,,90,,,,,,,
914,894,255,999900,999900,18.3,3.3,37,3.1,,,,,,,,,113,,,,,,,
1064,950,255,999900,999900,20,4.4,36,0,,,,,,,,,0,,,,,,,
1182,970,221,999900,999900,22.8,3.9,29,0,,,,,,,,,0,,,,,,,
1263,969,167,999900,999900,23.9,3.3,26,2.1,,,,,,,,,270,,,,,,,
1303,978,127,999900,999900,25,0.6,20,1.5,,,,,,,,,225,,,,,,,
1300,963,69,999900,999900,25.6,0.6,19,4.1,,,,,,,,,248,,,,,,,
1255,935,17,999900,999900,26.7,1.1,19,5.1,,,,,,,,,315,,,,,,,
1169,884,0,999900,999900,27.2,2.2,20,4.1,,,,,,,,,315,,,,,,,
1047,709,0,999900,999900,27.2,2.2,20,2.6,,,,,,,,,180,,,,,,,
893,346,15,999900,999900,26.7,2.8,21,3.6,,,,,,,,,248,,,,,,,
716,56,5,999900,999900,26.7,2.2,20,3.1,,,,,,,,,203,,,,,,,
522,0,0,999900,999900,25,3.3,24,1,,,,,,,,,248,,,,,,,
0,0,0,999900,999900,23.3,3.3,27,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,21.7,3.3,30,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,20,5,37,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,18.3,4.4,40,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,17.2,4.4,43,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,16.7,5,46,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,14.4,3.3,47,2.1,,,,,,,,,90,,,,,,,
0,0,0,999900,999900,13.9,4.4,53,1.5,,,,,,,,,45,,,,,,,
0,0,0,999900,999900,13.9,4.4,53,1,,,,,,,,,45,,,,,,,
0,0,19,999900,999900,12.8,3.3,52,2.1,,,,,,,,,180,,,,,,,
551,155,176,999900,999900,12.8,3.3,52,0,,,,,,,,,0,,,,,,,
742,491,287,999900,999900,15,3.3,45,0,,,,,,,,,0,,,,,,,
917,764,309,999900,999900,18.3,5,41,1.5,,,,,,,,,293,,,,,,,
1066,823,330,999900,999900,21.7,3.3,30,1,,,,,,,,,360,,,,,,,
1184,858,326,999900,999900,23.9,3.3,26,0,,,,,,,,,0,,,,,,,
1264,856,284,999900,999900,25,3.3,24,1,,,,,,,,,45,,,,,,,
1304,847,240,999900,999900,26.1,2.8,22,2.1,,,,,,,,,315,,,,,,,
1301,830,182,999900,999900,27.2,1.7,19,3.1,,,,,,,,,315,,,,,,,
1256,811,131,999900,999900,27.8,2.2,19,4.1,,,,,,,,,360,,,,,,,
1170,763,69,999900,999900,27.8,0,16,3.6,,,,,,,,,293,,,,,,,
1048,518,101,999900,999900,28.3,-0.6,15,1.5,,,,,,,,,360,,,,,,,
895,120,121,999900,999900,27.8,-0.6,16,4.6,,,,,,,,,270,,,,,,,
717,4,18,999900,999900,27.8,-1.1,15,3.6,,,,,,,,,203,,,,,,,
524,0,0,999900,999900,25.6,-1.1,17,2.1,,,,,,,,,180,,,,,,,
0,0,0,999900,999900,23.3,0.6,22,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,21.7,-0.6,22,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,20.6,1.7,28,1,,,,,,,,,360,,,,,,,
0,0,0,999900,999900,18.3,-1.1,27,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,17.8,0,30,3.1,,,,,,,,,225,,,,,,,
0,0,0,999900,999900,16.7,-1.7,28,2.1,,,,,,,,,270,,,,,,,
0,0,0,999900,999900,15.6,0,34,1,,,,,,,,,225,,,,,,,
0,0,0,999900,999900,15,-1.1,33,1,,,,,,,,,270,,,,,,,
0,0,0,999900,999900,13.9,0,38,0,,,,,,,,,0,,,,,,,
0,0,22,999900,999900,12.2,0.6,45,0,,,,,,,,,0,,,,,,,
554,453,175,999900,999900,12.2,0,43,2.1,,,,,,,,,135,,,,,,,
744,783,248,999900,999900,15.6,-1.1,31,1,,,,,,,,,135,,,,,,,
919,885,261,999900,999900,19.4,-0.6,26,0,,,,,,,,,0,,,,,,,
1068,960,274,999900,999900,23.9,-0.6,20,2.6,,,,,,,,,68,,,,,,,
1185,980,236,999900,999900,25.6,0,19,1,,,,,,,,,45,,,,,,,
1265,977,185,999900,999900,26.7,-0.6,17,1,,,,,,,,,90,,,,,,,
1305,974,137,999900,999900,27.8,-1.7,14,3.6,,,,,,,,,315,,,,,,,
1302,953,78,999900,999900,28.9,-3.3,12,1.5,,,,,,,,,360,,,,,,,
1257,929,31,999900,999900,29.4,-3.9,11,2.1,,,,,,,,,360,,,,,,,
1171,884,0,999900,999900,29.4,-3.3,11,4.1,,,,,,,,,315,,,,,,,
1049,712,0,999900,999900,30,-2.8,11,2.1,,,,,,,,,293,,,,,,,
896,378,16,999900,999900,30,-3.3,11,4.1,,,,,,,,,248,,,,,,,
719,55,8,999900,999900,29.4,-0.6,14,3.6,,,,,,,,,248,,,,,,,
527,0,0,999900,999900,27.8,0.6,17,2.1,,,,,,,,,248,,,,,,,
0,0,0,999900,999900,26.1,0.6,19,3.1,,,,,,,,,248,,,,,,,
0,0,0,999900,999900,24.4,1.1,22,3.1,,,,,,,,,248,,,,,,,
0,0,0,999900,999900,22.2,1.1,25,2.6,,,,,,,,,23,,,,,,,
0,0,0,999900,999900,24.4,-2.2,17,5.1,,,,,,,,,23,,,,,,,
0,0,0,999900,999900,23.3,-3.9,15,7.2,,,,,,,,,23,,,,,,,
0,0,0,999900,999900,22.2,-3.9,16,4.1,,,,,,,,,360,,,,,,,
0,0,0,999900,999900,21.1,-4.4,17,5.1,,,,,,,,,45,,,,,,,
0,0,0,999900,999900,19.4,-3.3,21,2.1,,,,,,,,,45,,,,,,,
0,0,0,999900,999900,16.7,-2.2,27,1,,,,,,,,,225,,,,,,,
0,0,25,999900,999900,16.7,-2.8,25,1,,,,,,,,,315,,,,,,,
557,366,192,999900,999900,15.6,-2.2,29,0,,,,,,,,,0,,,,,,,
747,736,265,999900,999900,17.8,-1.1,27,1,,,,,,,,,315,,,,,,,
921,853,303,999900,999900,22.8,-1.1,20,3.6,,,,,,,,,360,,,,,,,
1069,914,301,999900,999900,24.4,-1.7,17,3.1,,,,,,,,,23,,,,,,,
1186,928,270,999900,999900,25,-1.7,17,2.1,,,,,,,,,45,,,,,,,
1266,919,226,999900,999900,25.6,-1.1,17,2.1,,,,,,,,,338,,,,,,,
1305,916,181,999900,999900,26.7,-1.1,16,2.6,,,,,,,,,113,,,,,,,
1302,910,132,999900,999900,27.8,-3.3,12,3.1,,,,,,,,,315,,,,,,,
1257,888,83,999900,999900,27.8,-3.9,12,5.1,,,,,,,,,293,,,,,,,
1172,837,39,999900,999900,28.9,-3.3,12,6.2,,,,,,,,,360,,,,,,,
1050,681,24,999900,999900,28.3,-3.9,11,3.6,,,,,,,,,248,,,,,,,
897,286,70,999900,999900,28.3,-0.6,15,5.1,,,,,,,,,293,,,,,,,
720,21,17,999900,999900,27.8,-2.2,14,4.1,,,,,,,,,248,,,,,,,
529,0,0,999900,999900,26.1,-0.6,17,1.5,,,,,,,,,248,,,,,,,
0,0,0,999900,999900,23.9,-0.6,20,2.1,,,,,,,,,293,,,,,,,
0,0,0,999900,999900,22.2,0.6,24,1.5,,,,,,,,,315,,,,,,,
0,0,0,999900,999900,22.8,-1.7,19,3.6,,,,,,,,,360,,,,,,,
0,0,0,999900,999900,22.8,-1.7,19,5.7,,,,,,,,,360,,,,,,,
0,0,0,999900,999900,21.7,0,24,3.1,,,,,,,,,45,,,,,,,
0,0,0,999900,999900,21.1,-0.6,23,3.1,,,,,,,,,360,,,,,,,
0,0,0,999900,999900,17.2,0,31,2.6,,,,,,,,,225,,,,,,,
0,0,0,999900,999900,16.7,1.1,35,2.1,,,,,,,,,225,,,,,,,
0,0,0,999900,999900,16.7,0.6,34,1,,,,,,,,,225,,,,,,,
0,0,22,999900,999900,15,0.6,37,0,,,,,,,,,0,,,,,,,
560,163,183,999900,999900,15.6,2.8,42,0,,,,,,,,,0,,,,,,,
750,578,291,999900,999900,20,5.6,39,1.5,,,,,,,,,135,,,,,,,
